,County,annual_ghg_emissions,annual_operating_cost,total_annual_cost,annual_fuel_use,total_vehicle_count,vehicle_split_BEV,vehicle_split_FFV,vehicle_split_SIDI,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,State
369,Titus,115615844000.0,9202605.0,205999969.0,6710498.9,31310.9998,8511.4948,0.0,22799.505,27.2,0.0,72.8,TX
370,Tom Green,325366111000.0,54053847.2,809904634.0,41058686.78,116795.999,9017.919,2.1011548e-13,107778.08,7.7,0.0,92.3,TX
371,Travis,1721062210000.0,145665335.0,5850419700.0,97899160.0,993149.0,831426.28,161722.72,0.0,83.7,16.3,0.0,TX
372,Trinity TX,42184880000.0,5128259.3,109174800.0,3914701.8,15896.0,0.0,0.0,15896.0,0.0,0.0,100.0,TX
373,Tyler,58558856000.0,7118782.7,151550780.0,5434185.3,22066.0,0.0,0.0,22066.0,0.0,0.0,100.0,TX
374,Upshur,177520783230.0,14010592.514,298333101.79,10693128.5221,43446.000166,53.605166,0.0,43392.395,0.1,0.0,99.9,TX
375,Upton,29592613000.0,2339791.6,33568155.0,1786100.5,4771.0,0.0,0.0,4771.0,0.0,0.0,100.0,TX
376,Uvalde,76182909000.0,8673532.19,187139912.0,6543399.840000001,27573.000099999997,2101.3301,0.0,25471.67,7.6,0.0,92.4,TX
377,Val Verde,191076051600.0,15098320.06,323297779.6,11467097.76,47317.000100000005,1579.3821,0.0,45737.618,3.3,0.0,96.7,TX
378,Van Zandt,353284581000.0,27972900.6,435855598.0,21148826.66,63639.0002,9050.6762,0.0,54588.324,14.2,0.0,85.8,TX
379,Victoria,486600806000.0,37143122.5,611155190.0,27889985.5,90696.0,20512.002,0.0,70183.998,22.6,0.0,77.4,TX
380,Walker,160129312000.0,16786687.7,368751689.0,12459505.3,55177.0001,9604.4281,0.0,45572.572,17.4,0.0,82.6,TX
381,Waller,248162419100.0,18530864.94,355050058.0,13753170.39,54494.0006,21070.208,2582.4366,30841.356,38.7,4.7,56.6,TX
382,Ward,84424916630.0,6698879.334,106787966.1,5068009.489999999,15656.999679999999,2500.0488,335.31088,12821.64,16.0,2.1,81.9,TX
383,Washington TX,138942717000.0,11485702.5,274911613.0,8626299.6,42573.9998,15921.406,6659.6528,19992.941,37.4,15.6,47.0,TX
384,Webb,832125943000.0,65752630.3,1407990493.0,49937524.35,206075.0008,6912.3708,0.0,199162.63,3.4,0.0,96.6,TX
385,Wharton,189103908000.0,14972111.0,325278965.0,11225261.28,48215.0002,5518.3142,0.0,42696.686,11.4,0.0,88.6,TX
386,Wheeler,19540255200.0,2172737.16,47113947.0,1631809.545,6971.99999,724.70289,0.0,6247.2971,10.4,0.0,89.6,TX
387,Wichita,346230590000.0,32083923.2,725426310.0,23170145.8,111159.0,35774.249,0.0,75384.751,32.2,0.0,67.8,TX
388,Wilbarger,50804992500.0,3852088.71,83801549.0,2884580.38,12435.9998,1514.6088,0.0,10921.391,12.2,0.0,87.8,TX
389,Willacy,89631478000.0,5258091.9,108689360.0,4013810.7,15802.0,0.0,0.0,15802.0,0.0,0.0,100.0,TX
390,Williamson,1636711400000.0,133300460.0,3144107440.0,100834671.0,484039.99600000004,164491.91,85787.576,233760.51,34.0,17.7,48.3,TX
391,Wilson,101391146000.0,25328836.5,395862675.0,19142653.59,57853.999899999995,8510.9949,0.0,49343.005,14.7,0.0,85.3,TX
392,Winkler,68560321380.0,5417524.2629,77918400.45,4134359.315,11084.000144,51.129144,0.0,11032.871,0.5,0.0,99.5,TX
393,Wise,563196250000.0,44530095.0,638857370.0,33992439.0,90800.0,0.0,0.0,90800.0,0.0,0.0,100.0,TX
394,Wood,140479150000.0,17077529.0,363561170.0,13036282.0,52935.0,0.0,0.0,52935.0,0.0,0.0,100.0,TX
395,Yoakum,69301670000.0,5479457.6,78611821.0,4182792.1,11173.0,0.0,0.0,11173.0,0.0,0.0,100.0,TX
396,Young,92715838000.0,7330739.6,156063100.0,5595984.5,22723.0,0.0,0.0,22723.0,0.0,0.0,100.0,TX
397,Zapata,50615037000.0,4001966.3,82724148.0,3054936.1,12027.0,0.0,0.0,12027.0,0.0,0.0,100.0,TX
398,Zavala,49739174000.0,2917871.7,60314963.0,2227383.0,8769.0,0.0,0.0,8769.0,0.0,0.0,100.0,TX
