,County,annual_ghg_emissions,annual_operating_cost,total_annual_cost,annual_fuel_use,total_vehicle_count,vehicle_split_bev,vehicle_split_ffv,vehicle_split_sidi,county,state
216,Mahnomen_MN,115028062300.0,13735500.28,293464110.8,10452359.78,42865.99994,2.1,0.0,97.9,Mahnomen,MN
217,Marin_CA,73123357000.0,5773485.7,122910940.0,4407241.0,17896.0,0.0,0.0,100.0,Marin,CA
218,Marion_TX,96882591000.0,19006209.0,272675300.0,14508557.0,38755.0,0.0,0.0,100.0,Marion,TX
219,Mariposa_CA,126273193000.0,13996645.9,238737132.0,10459831.81,35789.000400000004,27.8,0.0,72.2,Mariposa,CA
220,Marshall_MN,18519587928.0,1464513.5745,31215723.81,1116768.2702,4550.000027,0.7,0.0,99.3,Marshall,MN
221,Martin_MN,28047734000.0,2217643.1,47211098.0,1692857.3,6874.0,0.0,0.0,100.0,Martin_MN,MN
222,Martin_TX,4476968600.0,544248.46,11586430.0,415456.84,1687.0,0.0,0.0,100.0,Martin_TX,TX
223,Mason_TX,2094801010000.0,141516523.0,4067339660.0,110762608.0,636694.0,39.6,41.2,19.2,Mason,TX
224,Matagorda_TX,52611553000.0,4153967.5,88433240.0,3170967.6,12876.0,0.0,0.0,100.0,Matagorda,TX
225,Maverick_TX,95939246000.0,7585604.0,161488880.0,5790537.5,23513.0,0.0,0.0,100.0,Maverick,TX
226,McCulloch_TX,62840145000.0,4968565.8,105775110.0,3792798.3,15401.0,0.0,0.0,100.0,McCulloch,TX
227,McLennan_TX,142486170000.0,11265918.0,161628100.0,8599937.3,22972.0,0.0,0.0,100.0,McLennan,TX
228,McLeod_MN,1324880110000.0,53517438.0,1840796290.0,41763094.0,296144.0,53.3,46.7,0.0,McLeod,MN
229,McMullen_TX,19581187000.0,1548220.7,32959857.0,1181847.9,4799.0,0.0,0.0,100.0,McMullen,TX
230,Medina_TX,85653259804.0,15173613.4441,250973895.106,11386430.5936,37299.000021,23.4,0.0,76.6,Medina,TX
231,Meeker_MN,6629457500.0,1064452.0,18756816.0,812558.81,2703.0,0.0,0.0,100.0,Meeker,MN
232,Menard_TX,60140427000.0,4755107.9,68219835.0,3629853.4,9696.0,0.0,0.0,100.0,Menard,TX
233,Mendocino_CA,103057770930.0,8138592.592,173518126.2,6204663.783,25297.999789999998,0.9,0.0,99.1,Mendocino,CA
234,Merced_CA,819131002000.0,64869230.2,1079900070.0,48935637.1,158846.003,16.2,0.0,83.8,Merced,CA
235,Midland_TX,726415194000.0,57548814.2,924056740.0,43347533.3,136155.003,18.9,0.0,81.1,Midland,TX
236,Milam_TX,580063840000.0,41850672.0,836458160.0,30549266.6,130444.0,47.4,0.0,52.6,Milam,TX
237,Mille Lacs_MN,100098037000.0,10928494.91,237909383.0,8178601.21,35325.9996,12.6,0.0,87.4,Mille Lacs,MN
238,Mills_TX,466261500000.0,41883509.1,1012635770.0,31436663.7,159365.0,47.4,22.7,29.8,Mills,TX
239,Mitchell_TX,74999176000.0,9117371.5,194098460.0,6959825.6,28261.0,0.0,0.0,100.0,Mitchell,TX
240,Modoc_CA,17158285000.0,1006564.2,20806564.0,768369.65,3025.0,0.0,0.0,100.0,Modoc,CA
241,Mono_CA,45867888700.0,3633942.69,78567937.3,2736431.21,11597.000499999998,8.8,0.0,91.2,Mono,CA
242,Montague_TX,40335520000.0,3189198.3,45754289.0,2434502.5,6503.0,0.0,0.0,100.0,Montague,TX
243,Monterey_CA,10325954000.0,1255287.9,26723652.0,958235.07,3891.0,0.0,0.0,100.0,Monterey,CA
244,Montgomery_TX,105786233000.0,25807744.1,407937336.0,19477414.66,59824.9996,16.5,0.0,83.5,Montgomery,TX
245,Moore_TX,6185336801000.0,534923861.9,21144341348.0,346164501.6,3621187.96,89.2,9.2,1.5,Moore,TX
246,Morris_TX,125047211000.0,28941204.9,469352748.0,21771890.6,69360.0,20.5,0.0,79.5,Morris,TX
247,Morrison_MN,16956641000.0,3326515.8,47724334.0,2539325.0,6783.0,0.0,0.0,100.0,Morrison,MN
248,Motley_TX,23702984000.0,1871479.1,39841661.0,1428610.0,5801.0,0.0,0.0,100.0,Motley,TX
249,Mower_MN,442046109000.0,31410684.0,1174579050.0,22483375.0,195460.999,72.8,27.2,0.0,Mower,MN
250,Murray_MN,34945459000.0,2763023.7,39640115.0,2109178.4,5634.0,0.0,0.0,100.0,Murray,MN
251,Nacogdoches_TX,365964381000.0,28995511.7,627148203.0,21826451.9,92601.9995,9.0,0.0,91.0,Nacogdoches,TX
252,Napa_CA,1827900360000.0,193853158.0,4247066860.0,144234560.0,634068.0,16.0,0.0,84.0,Napa,CA
253,Navarro_TX,173238306000.0,13718152.1,298380405.0,10274373.790000001,44271.9995,12.1,0.0,87.9,Navarro,TX
254,Nevada_CA,70431978000.0,8562154.2,182278520.0,6535995.6,26540.0,0.0,0.0,100.0,Nevada,CA
255,Newton_TX,235129537000.0,19621424.8,462711670.0,14964862.4,72008.0,41.0,28.0,31.0,Newton,TX
256,Nicollet_MN,102985837000.0,18990780.24,297370017.0,14349229.21,43485.0002,15.0,0.0,85.0,Nicollet,MN
257,Nobles_MN,58152053000.0,11408139.0,163668500.0,8708503.4,23262.0,0.0,0.0,100.0,Nobles,MN
258,Nolan_TX,73476469200.0,13661481.87,211466188.0,10337001.87,30813.0003,13.2,0.0,86.8,Nolan,TX
259,Norman_MN,9782775657.0,1183379.5865,25217764.69,902565.2626,3674.999972,0.6,0.0,99.4,Norman,MN
260,Nueces_TX,176216172000.0,42893001.1,678736084.0,32367506.1,99571.0,16.7,0.0,83.3,Nueces,TX
261,Ochiltree_TX,38952485000.0,11765655.0,168797660.0,8981416.3,23991.0,0.0,0.0,100.0,Ochiltree,TX
262,Oldham_TX,21461002000.0,1696851.6,24344124.0,1295306.6,3460.0,0.0,0.0,100.0,Oldham,TX
263,Olmsted_MN,199623767581.3,18638256.81452,300307278.647,13497781.56174,43379.0002144,5.5,18.5,76.1,Olmsted,MN
264,Orange_CA,102730152200.0,7969015.869999999,123358537.0,6029744.090000001,17975.0002,13.2,0.0,86.8,Orange_CA,CA
265,Orange_TX,160720716000.0,12724168.81,276325414.0,9543479.09,40943.999899999995,11.2,0.0,88.8,Orange_TX,TX
266,Otter Tail_MN,5094151310.0,1289019.093,19040450.53,980742.65,2733.0000099999997,5.2,0.0,94.8,Otter Tail,MN
267,Palo Pinto_TX,634555320000.0,62298370.0,1389305980.0,45591036.8,210517.001,25.3,0.0,74.7,Palo Pinto,TX
268,Panola_TX,18373429000.0,1452727.2,30926909.0,1108952.1,4503.0,0.0,0.0,100.0,Panola,TX
269,Parker_TX,110645080000.0,13450712.0,286350350.0,10267719.0,41693.0,0.0,0.0,100.0,Parker,TX
270,Parmer_TX,756607296000.0,61791667.1,1199283450.0,47638139.9,180008.0,23.6,24.5,51.8,Parmer,TX
271,Pecos_TX,45865708000.0,5575723.8,118700810.0,4256277.8,17283.0,0.0,0.0,100.0,Pecos,TX
272,Pennington_MN,83804541000.0,6626152.4,141063240.0,5058131.6,20539.0,0.0,0.0,100.0,Pennington,MN
273,Pine_MN,266585645700.0,59601980.41,903655081.7,45272828.29,130657.99740000001,8.9,0.9,90.2,Pine,MN
274,Pipestone_MN,193649975000.0,19403184.2,429433486.0,14775120.5,65139.0,26.2,16.5,57.3,Pipestone,MN
275,Placer_CA,1825817700.0,221957.88,4725230.6,169433.5,688.0,0.0,0.0,100.0,Placer,CA
276,Plumas_CA,3027991200.0,368101.65,7836465.3,280993.63,1141.0,0.0,0.0,100.0,Plumas,CA
277,Polk_MN,176625288000.0,22100957.7,400503509.0,16723226.1,60149.0,26.6,11.0,62.5,Polk_MN,MN
278,Polk_TX,17752104600.0,1960440.6199999999,42572861.5,1470422.2580000001,6308.00002,11.2,0.0,88.8,Polk_TX,TX
279,Pope_MN,235537865470.0,54279343.16,651145683.1,20451511.08,95616.0,33.7,0.0,66.3,Pope,MN
280,Potter_TX,9482044400.0,1152696.9,24539606.0,879921.34,3573.0,0.0,0.0,100.0,Potter,TX
281,Presidio_TX,106193706000.0,7976991.67,174415290.0,5946114.399999999,25994.9998,14.9,0.0,85.1,Presidio,TX
282,Rains_TX,11214979000.0,1363363.4,29024454.0,1040735.4,4226.0,0.0,0.0,100.0,Rains,TX
283,Ramsey_MN,213846630000.0,16908158.0,359955430.0,12906991.0,52410.0,0.0,0.0,100.0,Ramsey,MN
284,Randall_TX,34356156000.0,4176550.4,88914005.0,3188206.4,12946.0,0.0,0.0,100.0,Randall,TX
285,Reagan_TX,73278967000.0,9482504.01,176401754.0,7188170.95,26580.000200000002,27.7,13.5,58.7,Reagan,TX
286,Real_TX,32745339000.0,2585422.1,55040695.0,1973604.7,8014.0,0.0,0.0,100.0,Real,TX
287,Red Lake_MN,49112528900.0,14457003.078,208237046.3,11030979.056,29637.000330000003,0.7,0.0,99.3,Red Lake,MN
288,Red River_TX,80757727000.0,10745526.75,172106321.0,8096429.25,25339.999900000003,18.6,0.0,81.4,Red River,TX
289,Redwood_MN,96828744000.0,7655933.7,162986120.0,5844224.2,23731.0,0.0,0.0,100.0,Redwood,MN
290,Reeves_TX,297788055440.0,36108460.496,595901582.5,28295415.345,85546.9994,0.2,26.5,73.3,Reeves,TX
291,Refugio_TX,101349560000.0,8002097.7,170355550.0,6108471.5,24804.0,0.0,0.0,100.0,Refugio,TX
292,Renville_MN,6575697700.0,1986199.2,28495290.0,1516182.6,4050.0,0.0,0.0,100.0,Renville,MN
293,Rice_MN,44130810000.0,4447869.56,98575238.0,3274227.89,14860.000500000002,22.1,0.0,77.9,Rice,MN
294,Riverside_CA,52274644000.0,11518310.9,191441414.0,8637495.62,28491.9997,24.1,0.0,75.9,Riverside,CA
295,Roberts_TX,374342060.0,92543.925,1630725.7,70644.218,235.0,0.0,0.0,100.0,Roberts,TX
296,Robertson_TX,829647139000.0,80305246.9,1632848400.0,62258149.4,246175.99800000002,24.9,29.4,45.6,Robertson,TX
297,Rock_MN,16949851000.0,2060530.5,43866349.0,1572924.0,6387.0,0.0,0.0,100.0,Rock,MN
298,Rockwall_TX,39770333000.0,3144510.8,66943056.0,2400389.9,9747.0,0.0,0.0,100.0,Rockwall,TX
299,Roseau_MN,911694040000.0,67047889.0,1483661240.0,49427213.7,223373.004,21.3,0.0,78.7,Roseau,MN
300,Runnels_TX,13186731000.0,1042632.0,14958268.0,795902.26,2126.0,0.0,0.0,100.0,Runnels,TX
301,Rusk_TX,41809761000.0,4107533.62,91586718.0,3006424.09,13876.000199999999,25.2,0.0,74.8,Rusk,TX
302,Sabine_TX,43299761000.0,3423571.2,72883935.0,2613413.2,10612.0,0.0,0.0,100.0,Sabine,TX
303,Sacramento_CA,42957897950.0,3391301.193,48961992.24,2586954.3945,6973.999973,1.2,0.0,98.8,Sacramento,CA
304,San Augustine_TX,26861475000.0,2120859.1,45150677.0,1618976.5,6574.0,0.0,0.0,100.0,San Augustine,TX
305,San Benito_CA,144007576000.0,11407040.3,248675169.0,8525884.7,36969.0005,13.3,0.0,86.7,San Benito,CA
306,San Bernardino_CA,199329762700.0,15521662.23,333106009.0,11765456.94,48848.9998,4.6,0.0,95.4,San Bernardino,CA
307,San Diego_CA,143980006512.0,27750861.4431,399892272.59,21199786.3934,56857.000407,0.0,0.9,99.1,San Diego,CA
308,San Francisco_CA,12004137000.0,949128.02,20205855.0,724525.21,2942.0,0.0,0.0,100.0,San Francisco,CA
309,San Jacinto_TX,702405809000.0,71606807.8,1528435960.0,54007031.8,231447.997,26.2,9.4,64.4,San Jacinto,TX
310,San Joaquin_CA,122690830000.0,9687106.4,206227470.0,7394737.7,30027.0,0.0,0.0,100.0,San Joaquin,CA
311,San Luis Obispo_CA,18884475000.0,2295715.5,48873170.0,1752454.6,7116.0,0.0,0.0,100.0,San Luis Obispo,CA
312,San Mateo_CA,29296741000.0,2313136.6,49244046.0,1765753.1,7170.0,0.0,0.0,100.0,San Mateo,CA
313,San Patricio_TX,66389136000.0,13024072.0,186851710.0,9942039.6,26557.0,0.0,0.0,100.0,San Patricio,TX
314,San Saba_TX,1872859070000.0,100668108.0,3500873700.0,79117495.0,561699.0,51.4,48.6,0.0,San Saba,TX
315,Santa Barbara_CA,53063212000.0,10378985.69,161287261.0,7849555.21,23530.0001,13.8,0.0,86.2,Santa Barbara,CA
316,Santa Clara_CA,283731954700.0,28622983.32,421067524.6,17860223.43,60052.00047,1.5,13.7,84.8,Santa Clara,CA
317,Santa Cruz_CA,6839992200.0,540054.49,11497145.0,412255.34,1674.0,0.0,0.0,100.0,Santa Cruz,CA
318,Schleicher_TX,228648347000.0,18129567.0,394372746.0,13577087.95,58520.0003,12.1,0.0,87.9,Schleicher,TX
319,Scott_MN,204500768000.0,16211408.8,352073398.0,12158474.21,52169.9995,11.2,0.0,88.8,Scott,MN
320,Scurry_TX,55238613000.0,4367537.4,92979901.0,3333998.1,13538.0,0.0,0.0,100.0,Scurry,TX
321,Shackelford_TX,56601566100.0,4488451.13,97720029.0,3358788.45,14511.0005,12.6,0.0,87.4,Shackelford,TX
322,Shasta_CA,846767070000.0,86264012.0,1845217970.0,65667648.1,283536.0,35.7,22.9,41.4,Shasta,CA
323,Shelby_TX,49281449000.0,3891037.7,82835765.0,2970257.8,12061.0,0.0,0.0,100.0,Shelby,TX
324,Sherburne_MN,7534618200.0,1478124.5,21206125.0,1128339.3,3014.0,0.0,0.0,100.0,Sherburne,MN
325,Sherman_TX,247478112000.0,20492300.9,524723490.0,15635532.2,81558.001,37.9,26.2,35.9,Sherman,TX
326,Sibley_MN,134858990000.0,10647848.0,226680580.0,8128128.6,33005.0,0.0,0.0,100.0,Sibley,MN
327,Sierra_CA,44010090000.0,13293312.0,190714400.0,10147567.0,27106.0,0.0,0.0,100.0,Sierra,CA
328,Siskiyou_CA,490565540000.0,61722036.9,1085807570.0,47260731.4,160829.996,18.6,15.8,65.7,Siskiyou,CA
329,Smith_TX,16418137000.0,4959122.4,71146759.0,3785589.7,10112.0,0.0,0.0,100.0,Smith,TX
330,Solano_CA,67056970400.0,5244473.56,112212903.9,3985835.3310000002,16412.00004,2.9,0.0,97.1,Solano,CA
331,Somervell_TX,330729548400.0,26663853.4,398877667.0,20509589.4,56865.9995,0.0,8.4,91.6,Somervell,TX
332,Sonoma_CA,294222468000.0,31688704.1,691941959.0,23649849.9,103010.0,14.2,0.0,85.8,Sonoma,CA
333,St. Louis_MN,32006237560.0,2528901.328,54127811.9,1921408.492,7918.999949999999,3.1,0.0,96.9,St. Louis,MN
334,Stanislaus_CA,62985950000.0,4973082.4,105871260.0,3796246.1,15415.0,0.0,0.0,100.0,Stanislaus,CA
335,Starr_TX,326128817000.0,60479738.2,939578400.0,45741972.7,137062.00400000002,13.7,0.0,86.3,Starr,TX
336,Stearns_MN,31317531820.0,2478601.536,37662996.0,1879606.216,5456.000010000001,10.1,0.0,89.9,Stearns,MN
337,Steele_MN,19258846000.0,1522734.3,32417280.0,1162392.6,4720.0,0.0,0.0,100.0,Steele,MN
338,Stephens_TX,59212790000.0,4681762.7,99669399.0,3573864.7,14512.0,0.0,0.0,100.0,Stephens,TX
339,Sterling_TX,62091313500.0,4831456.32,103656402.2,3663194.1169999996,15197.000320000001,4.4,0.0,95.6,Sterling,TX
340,Stevens_MN,33922112000.0,2678334.7,57018698.0,2044530.3,8302.0,0.0,0.0,100.0,Stevens,MN
341,Stonewall_TX,56573573080.0,7118399.28675,147128304.039,5433741.50365,21390.999745,0.0,0.0,100.0,Stonewall,TX
342,Sutter_CA,53328737480.0,6481834.71675,137995739.439,4947814.35365,20092.999745,0.0,0.0,100.0,Sutter,CA
343,Sutton_TX,511123774000.0,26398161.0,571629984.0,16613865.1,95339.0,86.4,0.0,13.6,Sutton,TX
344,Swift_MN,50431534200.0,3997893.78,86829715.6,2998246.2199999997,12867.0,11.3,0.0,88.7,Swift,MN
345,Swisher_TX,139137801050.0,16876863.779,359448540.28,12878136.872,52356.999800000005,0.3,0.0,99.7,Swisher,TX
346,Tarrant_TX,34751573000.0,4224619.8,89937347.0,3224900.6,13095.0,0.0,0.0,100.0,Tarrant,TX
347,Taylor_TX,38611832330.0,3029852.074,64713582.3,2306272.745,9450.00002,1.9,0.0,98.1,Taylor,TX
348,Tehama_CA,117054610000.0,9255127.3,197031130.0,7064982.7,28688.0,0.0,0.0,100.0,Tehama,CA
349,Terrell_TX,193157748000.0,27032881.4,460284222.0,20784711.63,67532.99979999999,13.6,16.3,70.1,Terrell,TX
350,Terry_TX,20951789000.0,2547031.2,54223395.0,1944298.6,7895.0,0.0,0.0,100.0,Terry,TX
351,Throckmorton_TX,17479851000.0,1382074.9,29422802.0,1055019.0,4284.0,0.0,0.0,100.0,Throckmorton,TX
352,Titus_TX,112953864400.0,9214048.29,141190050.0,7119264.5,20163.0,0.0,13.1,86.9,Titus,TX
353,Todd_MN,29177039000.0,2306933.5,33096752.0,1761018.0,4704.0,0.0,0.0,100.0,Todd,MN
354,Tom Green_TX,114316750000.0,9038653.9,192422650.0,6899735.8,28017.0,0.0,0.0,100.0,Tom Green,TX
355,Traverse_MN,18427930000.0,1457036.5,20903582.0,1112241.6,2971.0,0.0,0.0,100.0,Traverse,MN
356,Travis_TX,1121739341000.0,91332879.2,1613319640.0,68201162.1,242353.0,27.7,0.0,72.3,Travis,TX
357,Trinity_CA,30748442000.0,6032160.4,86541251.0,4604702.6,12300.0,0.0,0.0,100.0,Trinity_CA,CA
358,Trinity_TX,205385590000.0,18551062.0,383466700.0,14161116.0,55751.0,0.0,0.0,100.0,Trinity_TX,TX
359,Tulare_CA,41973675000.0,3318721.9,70651813.0,2533375.5,10287.0,0.0,0.0,100.0,Tulare,CA
360,Tuolumne_CA,6222184700.0,1220654.2,17512291.0,931797.14,2489.0,0.0,0.0,100.0,Tuolumne,CA
361,Tyler_TX,8352300300.0,660389.21,14058935.0,504113.9,2047.0,0.0,0.0,100.0,Tyler,TX
362,Upshur_TX,9282287400.0,2803728.5,40224092.0,2140250.8,5717.0,0.0,0.0,100.0,Upshur,TX
363,Upton_TX,28047734000.0,2217643.1,47211098.0,1692857.3,6874.0,0.0,0.0,100.0,Upton,TX
364,Uvalde_TX,9689454340000.0,248578921.0,10020714300.0,162307267.0,1713567.02,88.0,12.0,0.0,Uvalde,TX
365,Val Verde_TX,375732730000.0,39612368.7,868995980.0,29437628.5,129881.99799999999,16.7,0.0,83.3,Val Verde,TX
366,Van Zandt_TX,4896316700.0,387135.83,8241681.3,295523.54,1200.0,0.0,0.0,100.0,Van Zandt,TX
367,Ventura_CA,45576548000.0,3603589.4,76716317.0,2750831.6,11170.0,0.0,0.0,100.0,Ventura,CA
368,Victoria_TX,8356380500.0,660711.82,14065803.0,504360.17,2048.0,0.0,0.0,100.0,Victoria,TX
369,Wabasha_MN,115615844000.0,9202605.0,205999969.0,6710498.9,31310.9998,27.2,0.0,72.8,Wabasha,MN
370,Wadena_MN,325366111000.0,54053847.2,809904634.0,41058686.78,116795.999,7.7,0.0,92.3,Wadena,MN
371,Walker_TX,1721062210000.0,145665335.0,5850419700.0,97899160.0,993149.0,83.7,16.3,0.0,Walker,TX
372,Waller_TX,42184880000.0,5128259.3,109174800.0,3914701.8,15896.0,0.0,0.0,100.0,Waller,TX
373,Ward_TX,58558856000.0,7118782.7,151550780.0,5434185.3,22066.0,0.0,0.0,100.0,Ward,TX
374,Waseca_MN,177520783230.0,14010592.514,298333101.79,10693128.5221,43446.000166,0.1,0.0,99.9,Waseca,MN
375,Washington_MN,29592613000.0,2339791.6,33568155.0,1786100.5,4771.0,0.0,0.0,100.0,Washington_MN,MN
376,Washington_TX,76182909000.0,8673532.19,187139912.0,6543399.840000001,27573.000099999997,7.6,0.0,92.4,Washington_TX,TX
377,Watonwan_MN,191076051600.0,15098320.06,323297779.6,11467097.76,47317.000100000005,3.3,0.0,96.7,Watonwan,MN
378,Webb_TX,353284581000.0,27972900.6,435855598.0,21148826.66,63639.0002,14.2,0.0,85.8,Webb,TX
379,Wharton_TX,486600806000.0,37143122.5,611155190.0,27889985.5,90696.0,22.6,0.0,77.4,Wharton,TX
380,Wheeler_TX,160129312000.0,16786687.7,368751689.0,12459505.3,55177.0001,17.4,0.0,82.6,Wheeler,TX
381,Wichita_TX,248162419100.0,18530864.94,355050058.0,13753170.39,54494.0006,38.7,4.7,56.6,Wichita,TX
382,Wilbarger_TX,84424916630.0,6698879.334,106787966.1,5068009.489999999,15656.999679999999,16.0,2.1,81.9,Wilbarger,TX
383,Wilkin_MN,138942717000.0,11485702.5,274911613.0,8626299.6,42573.9998,37.4,15.6,47.0,Wilkin,MN
384,Willacy_TX,832125943000.0,65752630.3,1407990493.0,49937524.35,206075.0008,3.4,0.0,96.6,Willacy,TX
385,Williamson_TX,189103908000.0,14972111.0,325278965.0,11225261.28,48215.0002,11.4,0.0,88.6,Williamson,TX
386,Wilson_TX,19540255200.0,2172737.16,47113947.0,1631809.545,6971.99999,10.4,0.0,89.6,Wilson,TX
387,Winkler_TX,346230590000.0,32083923.2,725426310.0,23170145.8,111159.0,32.2,0.0,67.8,Winkler,TX
388,Winona_MN,50804992500.0,3852088.71,83801549.0,2884580.38,12435.9998,12.2,0.0,87.8,Winona,MN
389,Wise_TX,89631478000.0,5258091.9,108689360.0,4013810.7,15802.0,0.0,0.0,100.0,Wise,TX
390,Wood_TX,1636711400000.0,133300460.0,3144107440.0,100834671.0,484039.99600000004,34.0,17.7,48.3,Wood,TX
391,Wright_MN,101391146000.0,25328836.5,395862675.0,19142653.59,57853.999899999995,14.7,0.0,85.3,Wright,MN
392,Yellow Medicine_MN,68560321380.0,5417524.2629,77918400.45,4134359.315,11084.000144,0.5,0.0,99.5,Yellow Medicine,MN
393,Yoakum_TX,563196250000.0,44530095.0,638857370.0,33992439.0,90800.0,0.0,0.0,100.0,Yoakum,TX
394,Yolo_CA,163784995000.0,20131419.9,403557606.0,14781362.5,58579.0,0.0,0.0,100.0,Yolo,CA
395,Young_TX,69301670000.0,5479457.6,78611821.0,4182792.1,11173.0,0.0,0.0,100.0,Young,TX
396,Yuba_CA,92715838000.0,7330739.6,156063100.0,5595984.5,22723.0,0.0,0.0,100.0,Yuba,CA
397,Zapata_TX,50615037000.0,4001966.3,82724148.0,3054936.1,12027.0,0.0,0.0,100.0,Zapata,TX
398,Zavala_TX,49739174000.0,2917871.7,60314963.0,2227383.0,8769.0,0.0,0.0,100.0,Zavala,TX
